0.411667 0.578442 0.613538 0.464693
0.415 0.57102 0.627217 0.456366
0.418333 0.563679 0.640888 0.448173
0.421667 0.556419 0.654549 0.440113
0.425 0.549239 0.6682 0.432183
0.428333 0.54214 0.68184 0.424382
0.431667 0.535119 0.695468 0.416708
0.435 0.528178 0.709083 0.40916
0.438333 0.521315 0.722684 0.401736
0.441667 0.51453 0.736273 0.394436
0.445 0.507823 0.749848 0.387256
0.448333 0.501194 0.763409 0.380197
0.451667 0.494642 0.776953 0.373257
0.455 0.488169 0.790478 0.366436
0.458333 0.481774 0.80398 0.359733
0.461667 0.475461 0.817449 0.353151
0.465 0.469236 0.83087 0.346695
0.468333 0.463111 0.844215 0.340376
0.471667 0.457108 0.857434 0.334215
0.475 0.451262 0.870442 0.328246
0.478333 0.445634 0.883095 0.322528
0.481667 0.440321 0.89516 0.317156
0.485 0.435472 0.906269 0.312277
0.488333 0.431304 0.915897 0.308099
0.491667 0.428073 0.923403 0.304877
0.495 0.426042 0.928129 0.302838
0.498333 0.425334 0.929882 0.302167
0.501667 0.425245 0.929881 0.302116
0.505 0.425389 0.929552 0.302257
0.508333 0.425663 0.92892 0.302527
0.511667 0.425926 0.928324 0.302787
0.515 0.426082 0.927946 0.302933
0.518333 0.426145 0.927866 0.302982
0.521667 0.426142 0.927874 0.302979
0.525 0.426121 0.92791 0.302965
0.528333 0.426102 0.927947 0.302952
0.531667 0.426107 0.92798 0.302952
0.535 0.426131 0.927986 0.302954
0.538333 0.42618 0.927976 0.302957
0.541667 0.426238 0.927948 0.302959
0.545 0.42627 0.927913 0.30296
0.548333 0.426271 0.927862 0.302964
0.551667 0.426258 0.927801 0.302979
0.555 0.426224 0.927738 0.303002
0.558333 0.426198 0.927681 0.303028
0.561667 0.426194 0.927638 0.30305
0.565 0.4262 0.927603 0.303068
0.568333 0.426227 0.927562 0.303085
0.571667 0.426271 0.927511 0.303104
0.575 0.42632 0.927462 0.303121
0.578333 0.426356 0.927441 0.303128
0.581667 0.426395 0.927431 0.303128
0.585 0.426397 0.927447 0.303121
0.588333 0.426394 0.927469 0.303111
0.591667 0.426388 0.927478 0.303107
0.595 0.426378 0.927469 0.303111
0.598333 0.426358 0.927447 0.30312
0.601667 0.426308 0.927435 0.303127
0.605 0.426229 0.927438 0.303126
0.608333 0.426127 0.927457 0.30312
0.611667 0.42605 0.927478 0.303117
0.615 0.426048 0.927487 0.303122
0.618333 0.426068 0.927491 0.303132
0.621667 0.426148 0.9275 0.303141
0.625 0.426287 0.927519 0.303146
0.628333 0.426408 0.927557 0.303141
0.631667 0.426439 0.927596 0.303137
0.635 0.426427 0.927601 0.303137
0.638333 0.426337 0.927579 0.303145
0.641667 0.426116 0.92755 0.303158
0.645 0.425858 0.927525 0.303156
0.648333 0.425698 0.92754 0.303144
0.651667 0.425697 0.927572 0.303127
0.655 0.425739 0.927572 0.303115
0.658333 0.425821 0.927544 0.303124
0.661667 0.425824 0.927493 0.303143
0.665 0.425696 0.92744 0.303162
0.668333 0.424938 0.927379 0.30318
0.671667 0.421826 0.927397 0.30317
0.675 0.413647 0.927488 0.303125
0.678333 0.398873 0.92758 0.303082
0.681667 0.376981 0.92765 0.303053
0.685 0.348997 0.927723 0.303025
0.688333 0.317852 0.927884 0.302977
0.691667 0.288364 0.928087 0.302966
0.695 0.266965 0.928637 0.302668
0.698333 0.261897 0.927566 0.30305
0.701667 0.261846 0.927459 0.303078
0.705 0.261949 0.927468 0.303071
0.708333 0.262445 0.927409 0.303087
0.711667 0.263331 0.927314 0.303117
0.715 0.264371 0.92724 0.303135
0.718333 0.26531 0.927182 0.303161
0.721667 0.265718 0.927291 0.303126
0.725 0.26572 0.927392 0.303096
0.728333 0.265701 0.927468 0.303072
0.731667 0.265652 0.927533 0.303067
0.735 0.265639 0.927488 0.303089
0.738333 0.265642 0.927419 0.303129
0.741667 0.265646 0.927372 0.303169
0.745 0.265651 0.927393 0.303204
0.748333 0.265641 0.927483 0.303211
0.751667 0.265624 0.927638 0.303201
0.755 0.265607 0.927783 0.303182
0.758333 0.265603 0.927878 0.303187
0.761667 0.265592 0.927888 0.303189
0.765 0.265608 0.927795 0.30322
0.768333 0.265626 0.927665 0.303257
0.771667 0.265633 0.927599 0.303278
0.775 0.265632 0.927572 0.303273
0.778333 0.265616 0.927637 0.303242
0.781667 0.265586 0.927745 0.303192
0.785 0.265569 0.927836 0.303159
0.788333 0.265558 0.927816 0.303133
0.791667 0.265568 0.927718 0.303145
0.795 0.265593 0.927545 0.303171
0.798333 0.265614 0.92738 0.303191
0.801667 0.265612 0.927255 0.303184
0.805 0.265597 0.927198 0.303156
0.808333 0.265564 0.927266 0.303099
0.811667 0.265523 0.927426 0.303035
0.815 0.265498 0.927554 0.303001
0.818333 0.265511 0.927531 0.303024
0.821667 0.265555 0.927448 0.303097
0.825 0.265596 0.927456 0.303162
0.828333 0.265631 0.927496 0.303234
0.831667 0.265719 0.927598 0.303382
0.835 0.265733 0.927924 0.303392
0.838333 0.265733 0.928379 0.3034
0.841667 0.26568 0.928349 0.303339
0.845 0.264196 0.923784 0.301101
0.848333 0.241994 0.804573 0.266927
0.851667 0.180558 0.45896 0.17558
0.855 0.130785 0.0587447 0.107
0.858333 0.125 0 0.1
0.861667 0.125 0 0.1
0.865 0.125 0 0.1
0.868333 0.125 0 0.1
0.871667 0.125 0 0.1
0.875 0.125 0 0.1
0.878333 0.125 0 0.1
0.881667 0.125 0 0.1
0.885 0.125 0 0.1
0.888333 0.125 0 0.1
0.891667 0.125 0 0.1
0.895 0.125 0 0.1
0.898333 0.125 0 0.1
0.901667 0.125 0 0.1
0.905 0.125 0 0.1
0.908333 0.125 0 0.1
0.911667 0.125 0 0.1
0.915 0.125 0 0.1
0.918333 0.125 0 0.1
0.921667 0.125 0 0.1
0.925 0.125 0 0.1
0.928333 0.125 0 0.1
0.931667 0.125 0 0.1
0.935 0.125 0 0.1
0.938333 0.125 0 0.1
0.941667 0.125 0 0.1
0.945 0.125 0 0.1
0.948333 0.125 0 0.1
0.951667 0.125 0 0.1
0.955 0.125 0 0.1
0.958333 0.125 0 0.1
0.961667 0.125 0 0.1
0.965 0.125 0 0.1
0.968333 0.125 0 0.1
0.971667 0.125 0 0.1
0.975 0.125 0 0.1
0.978333 0.125 0 0.1
0.981667 0.125 0 0.1
0.985 0.125 0 0.1
0.988333 0.125 0 0.1
0.991667 0.125 0 0.1
0.995 0.125 0 0.1
0.998333 0.125 0 0.1
