0.00166667 1 0 1
0.005 1 0 1
0.00833333 1 0 1
0.0116667 1 0 1
0.015 1 0 1
0.0183333 1 0 1
0.0216667 1 0 1
0.025 1 0 1
0.0283333 1 0 1
0.0316667 1 0 1
0.035 1 0 1
0.0383333 1 0 1
0.0416667 1 0 1
0.045 1 0 1
0.0483333 1 0 1
0.0516667 1 0 1
0.055 1 0 1
0.0583333 1 0 1
0.0616667 1 0 1
0.065 1 0 1
0.0683333 1 0 1
0.0716667 1 0 1
0.075 1 0 1
0.0783333 1 0 1
0.0816667 1 0 1
0.085 1 0 1
0.0883333 1 0 1
0.0916667 1 0 1
0.095 1 0 1
0.0983333 1 0 1
0.101667 1 0 1
0.105 1 0 1
0.108333 1 0 1
0.111667 1 0 1
0.115 1 0 1
0.118333 1 0 1
0.121667 1 0 1
0.125 1 0 1
0.128333 1 0 1
0.131667 1 0 1
0.135 1 0 1
0.138333 1 0 1
0.141667 1 0 1
0.145 1 0 1
0.148333 1 0 1
0.151667 1 0 1
0.155 1 0 1
0.158333 1 0 1
0.161667 1 0 1
0.165 1 0 1
0.168333 1 0 1
0.171667 1 0 1
0.175 1 0 1
0.178333 1 0 1
0.181667 1 0 1
0.185 1 0 1
0.188333 1 0 1
0.191667 1 0 1
0.195 1 0 1
0.198333 1 0 1
0.201667 1 0 1
0.205 1 0 1
0.208333 1 0 1
0.211667 1 0 1
0.215 1 0 1
0.218333 1 0 1
0.221667 1 0 1
0.225 1 0 1
0.228333 1 0 1
0.231667 1 0 1
0.235 1 0 1
0.238333 1 0 1
0.241667 1 0 1
0.245 1 0 1
0.248333 1 0 1
0.251667 1 0 1
0.255 1 0 1
0.258333 0.998643 0.00174158 0.998045
0.261667 0.992549 0.00892264 0.989547
0.265 0.983963 0.0191444 0.977605
0.268333 0.974253 0.0308064 0.964136
0.271667 0.964036 0.0431958 0.950012
0.275 0.953587 0.0559776 0.935631
0.278333 0.943052 0.0689833 0.921195
0.281667 0.932497 0.0821326 0.906792
0.285 0.921956 0.0953808 0.892474
0.288333 0.911451 0.108703 0.87827
0.291667 0.900998 0.122083 0.864201
0.295 0.890606 0.13551 0.850279
0.298333 0.880283 0.148978 0.836513
0.301667 0.870032 0.162477 0.822907
0.305 0.859855 0.176001 0.809463
0.308333 0.849756 0.189546 0.796185
0.311667 0.839738 0.203111 0.783074
0.315 0.829801 0.216693 0.770132
0.318333 0.819949 0.230292 0.757362
0.321667 0.810182 0.243906 0.744763
0.325 0.8005 0.257531 0.732332
0.328333 0.790902 0.271167 0.720069
0.331667 0.78139 0.28481 0.707973
0.335 0.771962 0.298463 0.696043
0.338333 0.762621 0.312124 0.68428
0.341667 0.753366 0.325793 0.672682
0.345 0.744197 0.33947 0.661249
0.348333 0.735113 0.353152 0.649977
0.351667 0.726115 0.366839 0.638865
0.355 0.717201 0.380531 0.627912
0.358333 0.708372 0.394227 0.617117
0.361667 0.699627 0.407927 0.606478
0.365 0.690968 0.421631 0.595994
0.368333 0.682392 0.435339 0.585665
0.371667 0.673901 0.44905 0.575487
0.375 0.665492 0.462762 0.56546
0.378333 0.657167 0.476476 0.555581
0.381667 0.648924 0.49019 0.54585
0.385 0.640764 0.503904 0.536264
0.388333 0.632687 0.517619 0.526824
0.391667 0.624692 0.531332 0.517528
0.395 0.616779 0.545044 0.508374
0.398333 0.608948 0.558753 0.499361
0.401667 0.601199 0.572458 0.490488
0.405 0.593532 0.586157 0.481753
0.408333 0.585947 0.599851 0.473155
