x,rho,P,u
0.128628628628629,0.265573711705307,0.303130178050647,0.92745262004895
0.12962962962963,0.265573711705307,0.303130178050647,0.92745262004895
0.130630630630631,0.265573711705307,0.303130178050647,0.92745262004895
0.131631631631632,0.265573711705307,0.303130178050647,0.92745262004895
0.132632632632633,0.265573711705307,0.303130178050647,0.92745262004895
0.133633633633634,0.265573711705307,0.303130178050647,0.92745262004895
0.134634634634635,0.265573711705307,0.303130178050647,0.92745262004895
0.135635635635636,0.265573711705307,0.303130178050647,0.92745262004895
0.136636636636637,0.265573711705307,0.303130178050647,0.92745262004895
0.137637637637638,0.265573711705307,0.303130178050647,0.92745262004895
0.138638638638639,0.265573711705307,0.303130178050647,0.92745262004895
0.13963963963964,0.265573711705307,0.303130178050647,0.92745262004895
0.140640640640641,0.265573711705307,0.303130178050647,0.92745262004895
0.141641641641642,0.265573711705307,0.303130178050647,0.92745262004895
0.142642642642643,0.265573711705307,0.303130178050647,0.92745262004895
0.143643643643644,0.265573711705307,0.303130178050647,0.92745262004895
0.144644644644645,0.265573711705307,0.303130178050647,0.92745262004895
0.145645645645646,0.265573711705307,0.303130178050647,0.92745262004895
0.146646646646647,0.265573711705307,0.303130178050647,0.92745262004895
0.147647647647648,0.265573711705307,0.303130178050647,0.92745262004895
0.148648648648649,0.265573711705307,0.303130178050647,0.92745262004895
0.14964964964965,0.265573711705307,0.303130178050647,0.92745262004895
0.150650650650651,0.265573711705307,0.303130178050647,0.92745262004895
0.151651651651652,0.265573711705307,0.303130178050647,0.92745262004895
0.152652652652653,0.265573711705307,0.303130178050647,0.92745262004895
0.153653653653654,0.265573711705307,0.303130178050647,0.92745262004895
0.154654654654655,0.265573711705307,0.303130178050647,0.92745262004895
0.155655655655656,0.265573711705307,0.303130178050647,0.92745262004895
0.156656656656657,0.265573711705307,0.303130178050647,0.92745262004895
0.157657657657658,0.265573711705307,0.303130178050647,0.92745262004895
0.158658658658659,0.265573711705307,0.303130178050647,0.92745262004895
0.15965965965966,0.265573711705307,0.303130178050647,0.92745262004895
0.160660660660661,0.265573711705307,0.303130178050647,0.92745262004895
0.161661661661662,0.265573711705307,0.303130178050647,0.92745262004895
0.162662662662663,0.265573711705307,0.303130178050647,0.92745262004895
0.163663663663664,0.265573711705307,0.303130178050647,0.92745262004895
0.164664664664665,0.265573711705307,0.303130178050647,0.92745262004895
0.165665665665666,0.265573711705307,0.303130178050647,0.92745262004895
0.166666666666667,0.265573711705307,0.303130178050647,0.92745262004895
0.167667667667668,0.265573711705307,0.303130178050647,0.92745262004895
0.168668668668669,0.265573711705307,0.303130178050647,0.92745262004895
0.16966966966967,0.265573711705307,0.303130178050647,0.92745262004895
0.170670670670671,0.265573711705307,0.303130178050647,0.92745262004895
0.171671671671672,0.265573711705307,0.303130178050647,0.92745262004895
0.172672672672673,0.265573711705307,0.303130178050647,0.92745262004895
0.173673673673674,0.265573711705307,0.303130178050647,0.92745262004895
0.174674674674675,0.265573711705307,0.303130178050647,0.92745262004895
0.175675675675676,0.125,0.1,0
0.176676676676677,0.125,0.1,0
0.177677677677678,0.125,0.1,0
0.178678678678679,0.125,0.1,0
0.17967967967968,0.125,0.1,0
0.180680680680681,0.125,0.1,0
0.181681681681682,0.125,0.1,0
0.182682682682683,0.125,0.1,0
0.183683683683684,0.125,0.1,0
0.184684684684685,0.125,0.1,0
0.185685685685686,0.125,0.1,0
0.186686686686687,0.125,0.1,0
0.187687687687688,0.125,0.1,0
0.188688688688689,0.125,0.1,0
0.18968968968969,0.125,0.1,0
0.190690690690691,0.125,0.1,0
0.191691691691692,0.125,0.1,0
0.192692692692693,0.125,0.1,0
0.193693693693694,0.125,0.1,0
0.194694694694695,0.125,0.1,0
0.195695695695696,0.125,0.1,0
0.196696696696697,0.125,0.1,0
0.197697697697698,0.125,0.1,0
0.198698698698699,0.125,0.1,0
0.1996996996997,0.125,0.1,0
0.200700700700701,0.125,0.1,0
0.201701701701702,0.125,0.1,0
0.202702702702703,0.125,0.1,0
0.203703703703704,0.125,0.1,0
0.204704704704705,0.125,0.1,0
0.205705705705706,0.125,0.1,0
0.206706706706707,0.125,0.1,0
0.207707707707708,0.125,0.1,0
0.208708708708709,0.125,0.1,0
0.20970970970971,0.125,0.1,0
0.210710710710711,0.125,0.1,0
0.211711711711712,0.125,0.1,0
0.212712712712713,0.125,0.1,0
0.213713713713714,0.125,0.1,0
0.214714714714715,0.125,0.1,0
0.215715715715716,0.125,0.1,0
0.216716716716717,0.125,0.1,0
0.217717717717718,0.125,0.1,0
0.218718718718719,0.125,0.1,0
0.21971971971972,0.125,0.1,0
0.220720720720721,0.125,0.1,0
0.221721721721722,0.125,0.1,0
0.222722722722723,0.125,0.1,0
0.223723723723724,0.125,0.1,0
0.224724724724725,0.125,0.1,0
0.225725725725726,0.125,0.1,0
0.226726726726727,0.125,0.1,0
0.227727727727728,0.125,0.1,0
0.228728728728729,0.125,0.1,0
0.22972972972973,0.125,0.1,0
0.230730730730731,0.125,0.1,0
0.231731731731732,0.125,0.1,0
0.232732732732733,0.125,0.1,0
0.233733733733734,0.125,0.1,0
0.234734734734735,0.125,0.1,0
0.235735735735736,0.125,0.1,0
0.236736736736737,0.125,0.1,0
0.237737737737738,0.125,0.1,0
0.238738738738739,0.125,0.1,0
0.23973973973974,0.125,0.1,0
0.240740740740741,0.125,0.1,0
0.241741741741742,0.125,0.1,0
0.242742742742743,0.125,0.1,0
0.243743743743744,0.125,0.1,0
0.244744744744745,0.125,0.1,0
0.245745745745746,0.125,0.1,0
0.246746746746747,0.125,0.1,0
0.247747747747748,0.125,0.1,0
0.248748748748749,0.125,0.1,0
0.24974974974975,0.125,0.1,0
0.250750750750751,0.125,0.1,0
0.251751751751752,0.125,0.1,0
0.252752752752753,0.125,0.1,0
0.253753753753754,0.125,0.1,0
0.254754754754755,0.125,0.1,0
0.255755755755756,0.125,0.1,0
0.256756756756757,0.125,0.1,0
0.257757757757758,0.125,0.1,0
0.258758758758759,0.125,0.1,0
0.25975975975976,0.125,0.1,0
0.260760760760761,0.125,0.1,0
0.261761761761762,0.125,0.1,0
0.262762762762763,0.125,0.1,0
0.263763763763764,0.125,0.1,0
0.264764764764765,0.125,0.1,0
0.265765765765766,0.125,0.1,0
0.266766766766767,0.125,0.1,0
0.267767767767768,0.125,0.1,0
0.268768768768769,0.125,0.1,0
0.26976976976977,0.125,0.1,0
0.270770770770771,0.125,0.1,0
0.271771771771772,0.125,0.1,0
0.272772772772773,0.125,0.1,0
0.273773773773774,0.125,0.1,0
0.274774774774775,0.125,0.1,0
0.275775775775776,0.125,0.1,0
0.276776776776777,0.125,0.1,0
0.277777777777778,0.125,0.1,0
0.278778778778779,0.125,0.1,0
0.27977977977978,0.125,0.1,0
0.280780780780781,0.125,0.1,0
0.281781781781782,0.125,0.1,0
0.282782782782783,0.125,0.1,0
0.283783783783784,0.125,0.1,0
0.284784784784785,0.125,0.1,0
0.285785785785786,0.125,0.1,0
0.286786786786787,0.125,0.1,0
0.287787787787788,0.125,0.1,0
0.288788788788789,0.125,0.1,0
0.28978978978979,0.125,0.1,0
0.290790790790791,0.125,0.1,0
0.291791791791792,0.125,0.1,0
0.292792792792793,0.125,0.1,0
0.293793793793794,0.125,0.1,0
0.294794794794795,0.125,0.1,0
0.295795795795796,0.125,0.1,0
0.296796796796797,0.125,0.1,0
0.297797797797798,0.125,0.1,0
0.298798798798799,0.125,0.1,0
0.2997997997998,0.125,0.1,0
0.300800800800801,0.125,0.1,0
0.301801801801802,0.125,0.1,0
0.302802802802803,0.125,0.1,0
0.303803803803804,0.125,0.1,0
0.304804804804805,0.125,0.1,0
0.305805805805806,0.125,0.1,0
0.306806806806807,0.125,0.1,0
0.307807807807808,0.125,0.1,0
0.308808808808809,0.125,0.1,0
0.30980980980981,0.125,0.1,0
0.310810810810811,0.125,0.1,0
0.311811811811812,0.125,0.1,0
0.312812812812813,0.125,0.1,0
0.313813813813814,0.125,0.1,0
0.314814814814815,0.125,0.1,0
0.315815815815816,0.125,0.1,0
0.316816816816817,0.125,0.1,0
0.317817817817818,0.125,0.1,0
0.318818818818819,0.125,0.1,0
0.31981981981982,0.125,0.1,0
0.320820820820821,0.125,0.1,0
0.321821821821822,0.125,0.1,0
0.322822822822823,0.125,0.1,0
0.323823823823824,0.125,0.1,0
0.324824824824825,0.125,0.1,0
0.325825825825826,0.125,0.1,0
0.326826826826827,0.125,0.1,0
0.327827827827828,0.125,0.1,0
0.328828828828829,0.125,0.1,0
0.32982982982983,0.125,0.1,0
0.330830830830831,0.125,0.1,0
0.331831831831832,0.125,0.1,0
0.332832832832833,0.125,0.1,0
0.333833833833834,0.125,0.1,0
0.334834834834835,0.125,0.1,0
0.335835835835836,0.125,0.1,0
0.336836836836837,0.125,0.1,0
0.337837837837838,0.125,0.1,0
0.338838838838839,0.125,0.1,0
0.33983983983984,0.125,0.1,0
0.340840840840841,0.125,0.1,0
0.341841841841842,0.125,0.1,0
0.342842842842843,0.125,0.1,0
0.343843843843844,0.125,0.1,0
0.344844844844845,0.125,0.1,0
0.345845845845846,0.125,0.1,0
0.346846846846847,0.125,0.1,0
0.347847847847848,0.125,0.1,0
0.348848848848849,0.125,0.1,0
0.34984984984985,0.125,0.1,0
0.350850850850851,0.125,0.1,0
0.351851851851852,0.125,0.1,0
0.352852852852853,0.125,0.1,0
0.353853853853854,0.125,0.1,0
0.354854854854855,0.125,0.1,0
0.355855855855856,0.125,0.1,0
0.356856856856857,0.125,0.1,0
0.357857857857858,0.125,0.1,0
0.358858858858859,0.125,0.1,0
0.35985985985986,0.125,0.1,0
0.360860860860861,0.125,0.1,0
0.361861861861862,0.125,0.1,0
0.362862862862863,0.125,0.1,0
0.363863863863864,0.125,0.1,0
0.364864864864865,0.125,0.1,0
0.365865865865866,0.125,0.1,0
0.366866866866867,0.125,0.1,0
0.367867867867868,0.125,0.1,0
0.368868868868869,0.125,0.1,0
0.36986986986987,0.125,0.1,0
0.370870870870871,0.125,0.1,0
0.371871871871872,0.125,0.1,0
0.372872872872873,0.125,0.1,0
0.373873873873874,0.125,0.1,0
0.374874874874875,0.125,0.1,0
0.375875875875876,0.125,0.1,0
0.376876876876877,0.125,0.1,0
0.377877877877878,0.125,0.1,0
0.378878878878879,0.125,0.1,0
0.37987987987988,0.125,0.1,0
0.380880880880881,0.125,0.1,0
0.381881881881882,0.125,0.1,0
0.382882882882883,0.125,0.1,0
0.383883883883884,0.125,0.1,0
0.384884884884885,0.125,0.1,0
0.385885885885886,0.125,0.1,0
0.386886886886887,0.125,0.1,0
0.387887887887888,0.125,0.1,0
0.388888888888889,0.125,0.1,0
0.38988988988989,0.125,0.1,0
0.390890890890891,0.125,0.1,0
0.391891891891892,0.125,0.1,0
0.392892892892893,0.125,0.1,0
0.393893893893894,0.125,0.1,0
0.394894894894895,0.125,0.1,0
0.395895895895896,0.125,0.1,0
0.396896896896897,0.125,0.1,0
0.397897897897898,0.125,0.1,0
0.398898898898899,0.125,0.1,0
0.3998998998999,0.125,0.1,0
0.400900900900901,0.125,0.1,0
0.401901901901902,0.125,0.1,0
0.402902902902903,0.125,0.1,0
0.403903903903904,0.125,0.1,0
0.404904904904905,0.125,0.1,0
0.405905905905906,0.125,0.1,0
0.406906906906907,0.125,0.1,0
0.407907907907908,0.125,0.1,0
0.408908908908909,0.125,0.1,0
0.40990990990991,0.125,0.1,0
0.410910910910911,0.125,0.1,0
0.411911911911912,0.125,0.1,0
0.412912912912913,0.125,0.1,0
0.413913913913914,0.125,0.1,0
0.414914914914915,0.125,0.1,0
0.415915915915916,0.125,0.1,0
0.416916916916917,0.125,0.1,0
0.417917917917918,0.125,0.1,0
0.418918918918919,0.125,0.1,0
0.41991991991992,0.125,0.1,0
0.420920920920921,0.125,0.1,0
0.421921921921922,0.125,0.1,0
0.422922922922923,0.125,0.1,0
0.423923923923924,0.125,0.1,0
0.424924924924925,0.125,0.1,0
0.425925925925926,0.125,0.1,0
0.426926926926927,0.125,0.1,0
0.427927927927928,0.125,0.1,0
0.428928928928929,0.125,0.1,0
0.42992992992993,0.125,0.1,0
0.430930930930931,0.125,0.1,0
0.431931931931932,0.125,0.1,0
0.432932932932933,0.125,0.1,0
0.433933933933934,0.125,0.1,0
0.434934934934935,0.125,0.1,0
0.435935935935936,0.125,0.1,0
0.436936936936937,0.125,0.1,0
0.437937937937938,0.125,0.1,0
0.438938938938939,0.125,0.1,0
0.43993993993994,0.125,0.1,0
0.440940940940941,0.125,0.1,0
0.441941941941942,0.125,0.1,0
0.442942942942943,0.125,0.1,0
0.443943943943944,0.125,0.1,0
0.444944944944945,0.125,0.1,0
0.445945945945946,0.125,0.1,0
0.446946946946947,0.125,0.1,0
0.447947947947948,0.125,0.1,0
0.448948948948949,0.125,0.1,0
0.44994994994995,0.125,0.1,0
0.450950950950951,0.125,0.1,0
0.451951951951952,0.125,0.1,0
0.452952952952953,0.125,0.1,0
0.453953953953954,0.125,0.1,0
0.454954954954955,0.125,0.1,0
0.455955955955956,0.125,0.1,0
0.456956956956957,0.125,0.1,0
0.457957957957958,0.125,0.1,0
0.458958958958959,0.125,0.1,0
0.45995995995996,0.125,0.1,0
0.460960960960961,0.125,0.1,0
0.461961961961962,0.125,0.1,0
0.462962962962963,0.125,0.1,0
0.463963963963964,0.125,0.1,0
0.464964964964965,0.125,0.1,0
0.465965965965966,0.125,0.1,0
0.466966966966967,0.125,0.1,0
0.467967967967968,0.125,0.1,0
0.468968968968969,0.125,0.1,0
0.46996996996997,0.125,0.1,0
0.470970970970971,0.125,0.1,0
0.471971971971972,0.125,0.1,0
0.472972972972973,0.125,0.1,0
0.473973973973974,0.125,0.1,0
0.474974974974975,0.125,0.1,0
0.475975975975976,0.125,0.1,0
0.476976976976977,0.125,0.1,0
0.477977977977978,0.125,0.1,0
0.478978978978979,0.125,0.1,0
0.47997997997998,0.125,0.1,0
0.480980980980981,0.125,0.1,0
0.481981981981982,0.125,0.1,0
0.482982982982983,0.125,0.1,0
0.483983983983984,0.125,0.1,0
0.484984984984985,0.125,0.1,0
0.485985985985986,0.125,0.1,0
0.486986986986987,0.125,0.1,0
0.487987987987988,0.125,0.1,0
0.488988988988989,0.125,0.1,0
0.48998998998999,0.125,0.1,0
0.490990990990991,0.125,0.1,0
0.491991991991992,0.125,0.1,0
0.492992992992993,0.125,0.1,0
0.493993993993994,0.125,0.1,0
0.494994994994995,0.125,0.1,0
0.495995995995996,0.125,0.1,0
0.496996996996997,0.125,0.1,0
0.497997997997998,0.125,0.1,0
0.498998998998999,0.125,0.1,0
0.5,0.125,0.1,0
