X,Y
9.040404040404041996e-01,-5.935117400819989175e-02
9.141414141414141437e-01,-6.108747861093011960e-02
9.242424242424241987e-01,-6.282378321366036134e-02
9.343434343434343647e-01,-6.456008781639061000e-02
9.444444444444445308e-01,-6.629639241912085867e-02
9.545454545454546968e-01,-6.803269702185113510e-02
9.646464646464646409e-01,-6.976900162458138377e-02
9.747474747474749179e-01,-7.150530622731163244e-02
9.848484848484849730e-01,-7.324161083004186723e-02
9.949494949494949170e-01,-7.497791543277211590e-02
1.005050505050505194e+00,-7.671422003550235069e-02
1.015151515151515360e+00,-7.845052463823262712e-02
1.025252525252525526e+00,-8.018682924096287579e-02
1.035353535353535248e+00,-8.192313384369311058e-02
1.045454545454545636e+00,-8.365943844642338700e-02
1.055555555555555802e+00,-8.539574304915362180e-02
1.065656565656565746e+00,-8.713204765188385659e-02
1.075757575757576134e+00,-8.886835225461411913e-02
1.085858585858585856e+00,-9.060465685734436780e-02
1.095959595959596022e+00,-9.234096146007461647e-02
1.106060606060605966e+00,-9.407726606280485127e-02
1.116161616161616355e+00,-9.581357066553512769e-02
1.126262626262626743e+00,-9.754987526826536248e-02
1.136363636363636465e+00,-9.928617987099561115e-02
1.146464646464646631e+00,-1.010224844737258459e-01
1.156565656565656797e+00,-1.027587890764561085e-01
1.166666666666666963e+00,-1.044950936791863710e-01
1.176767676767676907e+00,-1.062313982819166058e-01
1.186868686868687073e+00,-1.079677028846468823e-01
1.196969696969697239e+00,-1.097040074873771032e-01
1.207070707070707183e+00,-1.114403120901073518e-01
1.217171717171717349e+00,-1.131766166928375866e-01
1.227272727272727515e+00,-1.149129212955678631e-01
1.237373737373737459e+00,-1.166492258982981117e-01
1.247474747474747403e+00,-1.183855305010283604e-01
1.257575757575757569e+00,-1.201218351037586091e-01
1.267676767676767957e+00,-1.218581397064888439e-01
1.277777777777777901e+00,-1.235944443092191064e-01
1.287878787878788067e+00,-1.253307489119493690e-01
1.297979797979798233e+00,-1.270670535146795899e-01
1.308080808080808399e+00,-1.288033581174098663e-01
1.318181818181818565e+00,-1.305396627201400872e-01
1.328282828282828509e+00,-1.322759673228703359e-01
1.338383838383838675e+00,-1.340122719256006123e-01
1.348484848484848397e+00,-1.357485765283308332e-01
1.358585858585858785e+00,-1.374848811310610819e-01
1.368686868686868729e+00,-1.392211857337913306e-01
1.378787878787878896e+00,-1.409574903365216070e-01
1.388888888888889062e+00,-1.426937949392518279e-01
1.398989898989899006e+00,-1.444300995419821321e-01
1.409090909090909394e+00,-1.461664041447123807e-01
1.419191919191919116e+00,-1.479027087474426017e-01
1.429292929292929504e+00,-1.496390133501728781e-01
1.439393939393939448e+00,-1.513753179529030712e-01
1.449494949494949836e+00,-1.531116225556333477e-01
1.459595959595960002e+00,-1.548479271583635963e-01
1.469696969696969946e+00,-1.565842317610938172e-01
1.479797979797979890e+00,-1.583205363638240659e-01
1.489898989898989834e+00,-1.600568409665543423e-01
1.500000000000000000e+00,-1.617931455692845633e-01
0.000000000000000000e+00,2.020202020202020374e-02
5.050505050505050934e-03,2.020202020202020374e-02
1.010101010101010187e-02,2.020202020202020374e-02
1.515151515151515020e-02,2.020202020202020374e-02
2.020202020202020374e-02,2.020202020202020374e-02
2.525252525252525554e-02,2.020202020202020374e-02
3.030303030303030040e-02,2.020202020202020374e-02
3.535353535353535914e-02,2.020202020202020374e-02
4.040404040404040747e-02,2.020202020202020721e-02
4.545454545454545581e-02,2.020202020202020027e-02
5.050505050505051108e-02,2.020202020202020374e-02
5.555555555555555941e-02,2.020202020202020374e-02
6.060606060606060080e-02,2.020202020202020374e-02
6.565656565656566301e-02,2.020202020202020721e-02
7.070707070707071829e-02,2.020202020202020374e-02
7.575757575757575968e-02,2.020202020202020374e-02
8.080808080808081495e-02,2.020202020202020374e-02
8.585858585858585634e-02,2.020202020202020374e-02
9.090909090909091161e-02,2.020202020202020374e-02
9.595959595959596689e-02,2.020202020202020374e-02
1.010101010101010222e-01,2.020202020202020721e-02
1.060606060606060635e-01,2.020202020202020374e-02
1.111111111111111188e-01,2.020202020202020374e-02
1.161616161616161741e-01,2.020202020202020374e-02
1.212121212121212016e-01,2.020202020202020374e-02
1.262626262626262708e-01,2.020202020202020027e-02
1.313131313131313260e-01,2.020202020202020374e-02
1.363636363636363813e-01,2.020202020202020374e-02
1.414141414141414366e-01,2.020202020202020374e-02
1.464646464646464641e-01,2.020202020202020374e-02
1.515151515151515194e-01,2.020202020202020374e-02
1.565656565656565746e-01,2.020202020202020374e-02
1.616161616161616299e-01,2.020202020202020374e-02
1.666666666666666852e-01,2.020202020202020374e-02
1.717171717171717127e-01,2.020202020202020374e-02
1.767676767676767680e-01,2.020202020202020374e-02
1.818181818181818232e-01,2.020202020202020374e-02
1.868686868686868785e-01,2.020202020202020721e-02
1.919191919191919338e-01,2.020202020202020374e-02
1.969696969696969890e-01,2.020202020202020027e-02
2.020202020202020443e-01,2.020202020202020374e-02
2.070707070707070996e-01,2.020202020202020721e-02
2.121212121212121271e-01,2.020202020202020027e-02
2.171717171717171824e-01,2.020202020202020374e-02
2.222222222222222376e-01,2.020202020202020374e-02
2.272727272727272929e-01,2.020202020202020374e-02
2.323232323232323482e-01,2.020202020202020027e-02
2.373737373737374035e-01,2.020202020202020374e-02
2.424242424242424032e-01,2.020202020202020374e-02
2.474747474747474585e-01,2.020202020202020027e-02
2.525252525252525415e-01,2.020202020202020374e-02
2.575757575757576245e-01,2.020202020202020374e-02
2.626262626262626521e-01,2.020202020202020374e-02
2.676767676767676796e-01,2.020202020202020374e-02
2.727272727272727626e-01,2.020202020202020374e-02
2.777777777777777346e-01,2.020202020202020374e-02
2.828282828282828731e-01,2.020202020202020374e-02
2.878787878787879007e-01,2.020202020202020374e-02
2.929292929292929282e-01,2.020202020202020374e-02
2.979797979797980112e-01,2.020202020202020374e-02
3.030303030303030387e-01,2.020202020202020374e-02
3.080808080808081217e-01,2.020202020202020374e-02
3.131313131313131493e-01,2.020202020202020374e-02
3.181818181818182323e-01,2.020202020202020374e-02
3.232323232323232598e-01,2.020202020202020374e-02
3.282828282828282873e-01,2.020202020202020374e-02
3.333333333333333703e-01,2.020202020202020374e-02
3.383838383838383979e-01,2.020202020202020374e-02
3.434343434343434254e-01,2.020202020202020374e-02
3.484848484848485084e-01,2.020202020202020374e-02
3.535353535353535359e-01,2.020202020202020374e-02
3.585858585858586189e-01,2.020202020202020374e-02
3.636363636363636465e-01,2.020202020202020374e-02
3.686868686868687295e-01,2.020202020202020374e-02
3.737373737373737570e-01,2.020202020202020374e-02
3.787878787878788400e-01,2.020202020202020374e-02
3.838383838383838675e-01,2.020202020202020374e-02
3.888888888888888951e-01,2.020202020202020374e-02
3.939393939393939781e-01,2.020202020202020374e-02
3.989898989898990056e-01,2.020202020202020374e-02
4.040404040404040886e-01,2.020202020202020374e-02
4.090909090909091161e-01,2.020202020202020374e-02
4.141414141414141992e-01,2.020202020202020374e-02
4.191919191919191712e-01,2.020202020202020374e-02
4.242424242424242542e-01,2.020202020202020374e-02
4.292929292929292817e-01,2.020202020202020374e-02
4.343434343434343647e-01,2.020202020202020374e-02
4.393939393939394478e-01,2.020202020202020374e-02
4.444444444444444753e-01,2.020202020202020374e-02
4.494949494949495583e-01,2.020202020202020721e-02
4.545454545454545858e-01,2.020202020202020374e-02
4.595959595959596133e-01,2.020202020202020374e-02
4.646464646464646964e-01,2.020202020202020374e-02
4.696969696969697239e-01,2.020202020202020374e-02
4.747474747474748069e-01,2.020202020202020374e-02
4.797979797979798344e-01,2.020202020202020374e-02
4.848484848484848064e-01,2.020202020202020374e-02
4.898989898989899450e-01,2.020202020202020374e-02
4.949494949494949170e-01,2.020202020202020374e-02
5.000000000000000000e-01,2.020202020202020374e-02
5.000000000000000000e-01,2.020202020202020374e-02
5.101010101010101661e-01,1.848343299319536379e-02
5.202020202020201101e-01,1.676484578437052730e-02
5.303030303030302761e-01,1.504625857554569082e-02
5.404040404040404422e-01,1.332767136672085087e-02
5.505050505050504972e-01,1.160908415789601092e-02
5.606060606060605522e-01,9.890496949071172703e-03
5.707070707070706073e-01,8.171909740246332751e-03
5.808080808080808843e-01,6.453322531421498004e-03
5.909090909090909394e-01,4.734735322596654583e-03
6.010101010101009944e-01,3.016148113771818101e-03
6.111111111111110494e-01,1.297560904946978150e-03
6.212121212121212155e-01,-4.210263038778583322e-04
6.313131313131313815e-01,-2.139613512702694814e-03
6.414141414141414366e-01,-3.858200721527538235e-03
6.515151515151514916e-01,-5.576787930352374717e-03
6.616161616161616577e-01,-7.295375139177211199e-03
6.717171717171717127e-01,-9.013962348002051150e-03
6.818181818181818787e-01,-1.073254955682689110e-02
6.919191919191920448e-01,-1.245113676565173452e-02
7.020202020202020998e-01,-1.416972397447656754e-02
7.121212121212121549e-01,-1.588831118330140402e-02
7.222222222222222099e-01,-1.760689839212624744e-02
7.323232323232323759e-01,-1.932548560095109086e-02
7.424242424242424310e-01,-2.104407280977591693e-02
7.525252525252525970e-01,-2.276266001860076382e-02
7.626262626262626521e-01,-2.448124722742559684e-02
7.727272727272728181e-01,-2.619983443625044026e-02
7.828282828282828731e-01,-2.791842164507527674e-02
7.929292929292929282e-01,-2.963700885390010975e-02
8.030303030303030942e-01,-3.135559606272495664e-02
8.131313131313131493e-01,-3.307418327154978965e-02
8.232323232323232043e-01,-3.479277048037462960e-02
8.333333333333332593e-01,-3.651135768919946262e-02
8.434343434343436474e-01,-3.822994489802430951e-02
8.535353535353535914e-01,-3.994853210684914946e-02
8.636363636363637575e-01,-4.166711931567398247e-02
8.737373737373738125e-01,-4.338570652449882936e-02
8.838383838383839786e-01,-4.510429373332366931e-02
8.939393939393940336e-01,-4.682288094214850233e-02
9.040404040404041996e-01,-4.854146815097334228e-02
9.141414141414142547e-01,-5.026005535979817529e-02
9.242424242424241987e-01,-5.197864256862301524e-02
9.343434343434342537e-01,-5.369722977744786213e-02
9.444444444444444198e-01,-5.541581698627269514e-02
9.545454545454545858e-01,-5.713440419509753510e-02
9.646464646464646409e-01,-5.885299140392238892e-02
9.747474747474746959e-01,-6.057157861274720806e-02
9.848484848484847509e-01,-6.229016582157204107e-02
9.949494949494950280e-01,-6.400875303039689490e-02
1.005050505050504972e+00,-6.572734023922172097e-02
1.015151515151515138e+00,-6.744592744804656093e-02
1.025252525252525304e+00,-6.916451465687140088e-02
1.035353535353535248e+00,-7.088310186569624083e-02
1.045454545454545414e+00,-7.260168907452108078e-02
1.055555555555555358e+00,-7.432027628334590685e-02
1.065656565656565524e+00,-7.603886349217076068e-02
1.075757575757575690e+00,-7.775745070099560063e-02
1.085858585858585856e+00,-7.947603790982042671e-02
1.095959595959596022e+00,-8.119462511864528054e-02
1.106060606060606188e+00,-8.291321232747012049e-02
1.116161616161616132e+00,-8.463179953629496044e-02
1.126262626262626299e+00,-8.635038674511978651e-02
1.136363636363636465e+00,-8.806897395394465422e-02
1.146464646464646409e+00,-8.978756116276945254e-02
1.156565656565656353e+00,-9.150614837159429249e-02
1.166666666666666741e+00,-9.322473558041913244e-02
1.176767676767676685e+00,-9.494332278924397239e-02
1.186868686868687073e+00,-9.666190999806881234e-02
1.196969696969696795e+00,-9.838049720689365230e-02
1.207070707070707183e+00,-1.000990844157185061e-01
